spotifyid,DataSet,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness,mp3,spec_npy,n_mels,n_frames,tempo,tempo_variance,loudness,energy,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,key,mode,acousticness,danceability,valence
0gKhhJ2vOwfPSl4s8vwWSi,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Caballeros De Colón - Con Los Caballeros.mp3,DataSets\img\Los Caballeros De Colón - Con Los Caballeros.npy,128.0,18787.0,[112.34714674],0.0006119057031681569,-19.634104,0.3869602084159851,2261.26879945933,2454.083988870393,4784.093259817649,0.05668824305898894,10,0,0.9993203788180836,[0.64933877],0.27973798943595035
0wM1XOILTiDEUKee1TBCMP,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,DataSets\audio\Yin Carrizo - 20 de Enero en Ocu.mp3,DataSets\img\Yin Carrizo - 20 de Enero en Ocu.npy,128.0,17420.0,[101.33272059],0.0006886327368740688,-11.80423,0.5527229905128479,3204.3088888603475,3557.076853077938,6763.83526129311,0.0637165866586138,0,0,0.9975147088989615,[0.68563377],0.3978615894283058
3I0LuwMIeMbsoYqC8tMezc,Trompa-Mer,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Rubén Blades - La Ruta.mp3,DataSets\img\Rubén Blades - La Ruta.npy,128.0,24792.0,[117.45383523],0.0016336738704552033,-17.420546,0.35686540603637695,2203.2461651878566,2770.0782261668387,4856.3211636651795,0.04524586380918095,0,0,0.9886118099093437,[0.6442488],0.26583821302464944
2KIx8hXDl98Eiiag6WPqrM,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Rubén Blades - Te Odio Y Te Quiero.mp3,DataSets\img\Rubén Blades - Te Odio Y Te Quiero.npy,128.0,13622.0,[84.72079918],0.0006213854198576233,-22.206455,0.3654390871524811,1503.2332131701291,2197.3199004613066,3049.303809068173,0.028678834870131252,4,0,0.9988248433219269,[0.59595598],0.22202857659550232
4XXPUMw5HXzcjjvcc4kWjo,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Azuquita - Mujer Celosa.mp3,DataSets\img\Azuquita - Mujer Celosa.npy,128.0,39828.0,[87.59269068],0.0012986088935303564,-19.91556,0.25597772002220154,2944.6940805323125,3281.046406237851,6300.652268596961,0.060925842738850024,7,0,0.9885344561189413,[0.56082521],0.28163884537622136
2fw385fOlwRdOMuZ7W2TmC,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Los Locos - El Venao.mp3,DataSets\img\Los Locos - El Venao.npy,128.0,29277.0,[132.51201923],3.418331167380106e-05,-22.158552,0.3038801848888397,3587.412961485027,3521.2226431400545,7585.7152939826055,0.08268601585116192,10,0,0.9997132230200805,[0.6553845],0.34045425906194837
27FQODDsgQRCrhqs3cFZmF,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Rumbatá Big Band - Porro Medley.mp3,DataSets\img\Rumbatá Big Band - Porro Medley.npy,128.0,50003.0,[93.96306818],0.0017994639610086534,-18.623611,0.36565515398979187,2719.749061307079,3229.896218957589,5860.600535033536,0.05464575648233068,9,0,0.9995791910332628,[0.61168323],0.3032016554170692
0AtkLMheB17C3CYc1FbzmI,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Oscar D'León - Mi Raza Negra.mp3,DataSets\img\Oscar D'León - Mi Raza Negra.npy,128.0,15250.0,[105.46875],0.0008365265329778807,-12.219774,0.44951897859573364,2500.6249899483328,2804.106983935051,5168.758929208698,0.0526528894651694,0,0,0.9989124692510813,[0.65859173],0.3165479921951334
4JApaWpUcDWCr8aVfiaaze,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Fruko Y Sus Tesos - Fruko's Boogaloo.mp3,DataSets\img\Fruko Y Sus Tesos - Fruko's Boogaloo.npy,128.0,25638.0,[95.703125],0.0006466971117521261,-14.014007,0.4386398494243622,3084.4479429384232,3212.507758766916,6626.6479973105725,0.06338986455220079,5,0,0.9945397884584963,[0.63723175],0.3518431460040156
3AqYTORI0rYSqnqBw6gCb5,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,DataSets\audio\La tropa - Lluvia Con Nieve.mp3,DataSets\img\La tropa - Lluvia Con Nieve.npy,128.0,18256.0,[97.50884434],0.0011371215879361044,-13.171296,0.471450537443161,2078.382764927943,2627.4869668667898,4469.096147158188,0.033413559469395865,9,0,0.9884381666779518,[0.64914431],0.29570903014291655
6qncrp6Vl1imTPpxcV3DoK,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Wayne Gorbea's Salsa Picante - Dejame Un Lado.mp3,DataSets\img\Wayne Gorbea's Salsa Picante - Dejame Un Lado.npy,128.0,40876.0,[103.359375],0.0011802428075839986,-15.650116,0.36309096217155457,1728.804540047782,2308.2954714302505,3619.2466164399125,0.03511368644285937,0,0,0.9967974363826215,[0.62556176],0.23628395672703698
6OjwMUQIffS74Z2qIsWmVO,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Marco Barrientos - Nada Es Imposible.mp3,DataSets\img\Marco Barrientos - Nada Es Imposible.npy,128.0,25863.0,[139.67483108],0.00014204226002111696,-14.105737,0.4617941975593567,2656.4515063028234,3082.8811446815034,5668.34966285645,0.054138986363457826,3,0,0.9996344484679867,[0.71993427],0.3310281662733071
4yTLmbmdClGtxiABVcpEk2,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Chango Farias Gomez - Rumbas - En Vivo.mp3,DataSets\img\Chango Farias Gomez - Rumbas - En Vivo.npy,128.0,39656.0,[129.19921875],0.0009228336019826287,-26.818266,0.1927890181541443,1925.5404058769757,2565.037138925947,3853.311758250505,0.040565426170880055,7,0,0.9947177511639893,[0.61116762],0.1926323664431798
4iEBAbgNDDeAX4hrU2HdhS,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Suni Paz - La Pájara Pinta (The Spotted Bird).mp3,DataSets\img\Suni Paz - La Pájara Pinta (The Spotted Bird).npy,128.0,5587.0,[112.34714674],0.002920466283475102,-27.915825,0.3760177791118622,2750.339005128488,3024.567783385545,5101.650780275872,0.08024118983141106,3,0,0.9686651080846786,[0.63547287],0.3086951933791866
08oSf3enmWZfZVQMSSUw1I,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Soledad Bravo - Si el poeta eres tú.mp3,DataSets\img\Soledad Bravo - Si el poeta eres tú.npy,128.0,15733.0,[132.51201923],0.0007760871815283444,-20.357115,0.35388606786727905,1100.2527173445174,1657.6547323486145,2046.8143026517878,0.024790894122205004,9,0,0.9888908164575696,[0.66844566],0.1913122037787275
4InZI0b1MRtKyb1RIot3If,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Atahualpa Yupanqui - Nada Mas (Homenaje a Ernesto Guevara).mp3,DataSets\img\Atahualpa Yupanqui - Nada Mas (Homenaje a Ernesto Guevara).npy,128.0,19643.0,[92.28515625],0.004790932773904849,-25.663288,0.19252730906009674,1229.135690532907,2146.239744007984,2146.044154200714,0.01907494555861753,8,0,0.9792741592973471,[0.54440908],0.1461181490555594
6PUZONcaV2zDpla9EAWbVQ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Caterina Valente - Quiéreme mucho.mp3,DataSets\img\Caterina Valente - Quiéreme mucho.npy,128.0,18823.0,[132.51201923],0.0007122107900857569,-23.094805,0.33145830035209656,1627.6913112217983,2309.259207460348,2912.2538265011103,0.034121622598377845,8,0,0.9886432643979788,[0.66088722],0.21899885419881873
15VJ4TNlnzk8RMSRl64WTt,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,DataSets\audio\De Norte A Sur - El gavilan (Venezuela).mp3,DataSets\img\De Norte A Sur - El gavilan (Venezuela).npy,128.0,14986.0,[109.95678191],0.0007463955737360386,-22.995651,0.44623810052871704,2539.3565447484357,3375.2548721461044,5909.084282004135,0.04092116898192981,6,0,0.976357838138938,[0.65745995],0.3180364698261347
4O2LZzOjxDem3j71yhin48,Trompa-Mer,0.5,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,DataSets\audio\Guillermo Portabales - Se contento el jibarito.mp3,DataSets\img\Guillermo Portabales - Se contento el jibarito.npy,128.0,16336.0,[172.265625],0.0004324294494638666,-15.592877,0.40811315178871155,1593.8804125007719,1520.8574116254586,3347.6716434732784,0.051196381020805204,4,0,0.9976515001617372,[0.75569759],0.242296411429622
2ntFTAnS3pwXsSP0PXTVm6,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Mercedes Sosa - Chacarera De Las Piedras.mp3,DataSets\img\Mercedes Sosa - Chacarera De Las Piedras.npy,128.0,6334.0,[166.70866935],0.0005627907053364901,-22.24451,0.4104321002960205,1857.3803173793688,2442.1297893971796,3688.977900977708,0.036156170529004765,9,0,0.9973547430709004,[0.74711006],0.26063605459063144
6tx719DGT8HQhTN61h3CAj,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Juan Gabriel - Buenos Días Señor Sol.mp3,DataSets\img\Juan Gabriel - Buenos Días Señor Sol.npy,128.0,16357.0,[161.49902344],9.874775418368258e-05,-19.560986,0.44396504759788513,3021.313813821848,3351.129086481317,6443.786199145832,0.07482354779216055,9,0,0.9839244335889816,[0.7451282],0.34940927012075157
0Rz0bLu0ksdYv8Szl4yxM7,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Chalino Sanchez - El Cabo Sauceda.mp3,DataSets\img\Chalino Sanchez - El Cabo Sauceda.npy,128.0,25952.0,[99.38401442],0.0017023961774369817,-19.621124,0.5243132710456848,2430.253499051619,2680.692489381964,5074.930824092404,0.058525443487730956,9,0,0.9992849430418573,[0.6735061],0.3367879902853362
2Wt26eFSwT5bSZV6QmtmEB,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Zoé - Renacer.mp3,DataSets\img\Zoé - Renacer.npy,128.0,21091.0,[166.70866935],0.00012223223106941374,-20.885513,0.4509178698062897,1338.9758944435796,1829.0226307946332,2473.2091668286566,0.0319406790157437,4,0,0.9971707765944302,[0.760544],0.23957101623166852
7CkmgkUbROGmod72MW5SCy,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Trio Mexico - Peregrina.mp3,DataSets\img\Trio Mexico - Peregrina.npy,128.0,23220.0,[161.49902344],0.0006610647315967689,-22.885513,0.25484585762023926,1764.2710062845938,2077.341267520312,3361.785205078125,0.04630927734375,10,0,0.99971876188647,[0.68735325],0.20256668629238597
4SG79mPALRVkhL33THFL8v,Trompa-Mer,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.5,0.0,DataSets\audio\Pedro Infante - Fallaste Corazón.mp3,DataSets\img\Pedro Infante - Fallaste Corazón.npy,128.0,22499.0,[82.03125],0.003284088501729654,-15.903664,0.34528329968452454,1518.5747906265785,1771.1603121328758,3030.6669449694255,0.038651168589387996,2,0,0.999707122478867,[0.58504889],0.21633275260328008
60uWDMpOnm7dK3KhRKsMQQ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Lydia Mendoza - Te Dedico Esta Canción.mp3,DataSets\img\Lydia Mendoza - Te Dedico Esta Canción.npy,128.0,16227.0,[166.70866935],0.00022912754755265613,-17.458794,0.4096187353134155,934.2949608473258,1300.508354899774,1800.652482240761,0.02145429413592945,9,0,0.981173949316144,[0.74144534],0.19882590916096024
7BCiiW82fpEmlj6MlauO8L,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Campesinos De Michoacan - Una Plegaria a Mi Madre.mp3,DataSets\img\Los Campesinos De Michoacan - Una Plegaria a Mi Madre.npy,128.0,16817.0,[59.40193966],0.0008381592869196396,-17.589048,0.38489454984664917,1732.6065203316316,1999.8421849876688,3242.2552121537365,0.052239688956247844,8,0,0.9967976768966764,[0.55956731],0.2438052846376585
1F2Dirip1GstLUIGcK2WSw,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Camperos de Valles - La Leva.mp3,DataSets\img\Los Camperos de Valles - La Leva.npy,128.0,19811.0,[156.60511364],0.00047465025588162624,-27.224903,0.2808050811290741,1976.9924403970758,2436.6066162598777,3886.0080594021056,0.0498032566811229,1,0,0.9997129386174493,[0.68784786],0.2254011897361631
2JS8zVzrwyQip7fVA5rf3M,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\José Feliciano - Bamboleo _ Caballo Viejo.mp3,DataSets\img\José Feliciano - Bamboleo _ Caballo Viejo.npy,128.0,40972.0,[123.046875],0.0004122817977802283,-20.60355,0.3242855668067932,2861.8752521188244,3284.791825386482,6150.33091497301,0.06475426244031765,6,0,0.9950573109090328,[0.64485908],0.298886872410186
5EmEWen4st0uU1tVT1ZCIq,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Ivy Queen - Entiende.mp3,DataSets\img\Ivy Queen - Entiende.npy,128.0,20626.0,[92.28515625],0.00015563587704257802,-15.6251335,0.3415411114692688,3108.4944670334166,3204.5379864894344,6592.4668029218265,0.06593885778743315,9,0,0.9885417865589261,[0.59716956],0.32108000162531736
068i7gxb7kxAAH7LPSpyvT,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,DataSets\audio\Marc Anthony - Celos.mp3,DataSets\img\Marc Anthony - Celos.npy,128.0,28718.0,[92.28515625],0.0011094622814012203,-15.828468,0.6365665793418884,3244.557413261685,3524.645285750019,7043.047102796152,0.0738431824441098,9,0,0.9921793164685369,[0.69672389],0.4284926873314085
6w65FnNlAuJ3YaKcb4ReWT,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Trío Borinquen - Mi Patria Tiembla.mp3,DataSets\img\Trío Borinquen - Mi Patria Tiembla.npy,128.0,15850.0,[191.40625],0.00035413897302881474,-16.654337,0.46513572335243225,1335.5811841689297,1170.862334413804,2452.685779355818,0.043255845926878846,1,0,0.9728125669062138,[0.79832651],0.2440839867287394
5nPLu9o9YYwDtQ3uZDDlm5,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Ray Barretto - Alma Con Alma.mp3,DataSets\img\Ray Barretto - Alma Con Alma.npy,128.0,15615.0,[151.99908088],0.00017204152073301135,-16.246737,0.35341230034828186,2086.6101200348853,2591.342001777087,4031.0012161651953,0.04836086344098513,7,0,0.9989015645114705,[0.70410309],0.256911441451753
6BnvLEgL43G3la9JPjnwAA,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Ecos de Borinquen - Soñando con regresar (Dreaming of Returning).mp3,DataSets\img\Ecos de Borinquen - Soñando con regresar (Dreaming of Returning).npy,128.0,25082.0,[135.99917763],0.0003869482093597554,-17.958427,0.4098688066005707,1924.7846789846928,2649.4981552073605,4072.6977823840493,0.040070139463467415,4,0,0.9955072682350874,[0.69512399],0.26494191413250306
6fBg13RcsIcctdPANAiwI5,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Los Jibaros - Aguinaldo De Nacimiento.mp3,DataSets\img\Los Jibaros - Aguinaldo De Nacimiento.npy,128.0,38937.0,[117.45383523],0.0007702317173227233,-13.396193,0.42010781168937683,3273.276933639248,2992.12412647087,6364.48303073426,0.10275996688923758,9,0,0.9998082392412471,[0.66906174],0.35825439947240884
5CgfPOaeREAvGeczYCwta8,Trompa-Mer,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,0.0,DataSets\audio\Eddie Bobé - Rumba Para Los Olu Bata.mp3,DataSets\img\Eddie Bobé - Rumba Para Los Olu Bata.npy,128.0,42851.0,[156.60511364],0.0005406648359549192,-17.887758,0.4452725052833557,2601.5007141284145,3111.586237017266,5497.5192896759345,0.052095010736154766,11,0,0.9951589638367295,[0.74115235],0.32185754936967953
2ZowHpJhRCJO5l6WR9aQsd,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Chango Farias Gomez - Los Ejes de Mi Carreta - En Vivo.mp3,DataSets\img\Chango Farias Gomez - Los Ejes de Mi Carreta - En Vivo.npy,128.0,59438.0,[129.19921875],0.0006321646120643469,-25.448248,0.17806555330753326,2403.9556384795696,2795.7527564955763,4811.655562232645,0.05461862025963943,11,0,0.9988243525149301,[0.60762867],0.21961889366781573
6lRhgvPcajzV9p3jE0zCsf,Trompa-Mer,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,DataSets\audio\Ingrid Rosario - Que Se Llene Tu Casa.mp3,DataSets\img\Ingrid Rosario - Que Se Llene Tu Casa.npy,128.0,25032.0,[139.67483108],0.000530506851401777,-16.569283,0.3853590786457062,2992.874464235997,3245.645694586974,6223.753853528941,0.06712792610935253,8,0,0.9995559827657416,[0.69442974],0.3279779904976352
4f131ZKqnk9SudTFYcnJU7,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Soledad Bravo - Hasta siempre.mp3,DataSets\img\Soledad Bravo - Hasta siempre.npy,128.0,27026.0,[184.5703125],0.0004263552242120949,-20.818296,0.36014050245285034,1804.1288881270941,2698.6247389769746,3543.494026766824,0.032482470707320216,10,0,0.9892820781096816,[0.75742471],0.2403220933594231
08b79I9eCjbiERXg03Xr2X,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,DataSets\audio\Daniel Viglietti - Canción del Hombre Nuevo.mp3,DataSets\img\Daniel Viglietti - Canción del Hombre Nuevo.npy,128.0,8782.0,[103.359375],0.004147430883249763,-20.340551,0.3422747850418091,1862.6268396392059,2422.2861522914773,3567.5199753767847,0.03609343497983871,9,0,0.9762539695948362,[0.61177521],0.23826671765655008
4JDTHGwzppvlFD6cXHjt5h,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Mercedes Sosa - Guitarra Dímelo Tú - En Vivo.mp3,DataSets\img\Mercedes Sosa - Guitarra Dímelo Tú - En Vivo.npy,128.0,28857.0,[156.60511364],0.0006400424559206202,-26.97519,0.1531888097524643,1551.2402364405054,2382.9207494700977,2814.6933051542696,0.029763566183866424,9,0,0.9997002994641662,[0.64530489],0.15447895234685513
1z8095s2trSiUUDIjSz9UJ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Tahuantinsuyo - Zorzalito Negro.mp3,DataSets\img\Tahuantinsuyo - Zorzalito Negro.npy,128.0,18583.0,[107.66601562],0.0008730674348308711,-27.697449,0.30690276622772217,1835.9041744113208,2393.4754869615285,3530.712112718473,0.04579975014252468,7,0,0.9993328576674685,[0.61485523],0.22469453370332879
6rIaNE6siPSCPpTnOr0V20,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Orquesta Melodías del 40 - Inspiración para Ti - Remasterizado.mp3,DataSets\img\Orquesta Melodías del 40 - Inspiración para Ti - Remasterizado.npy,128.0,18572.0,[109.95678191],0.0006820449484692998,-15.726853,0.4175487458705902,1232.5498246941604,1530.6631302313988,2217.796082737193,0.039112832923751326,2,0,0.9976946632377803,[0.65500911],0.22135290360314075
64RQNE6m3Hcbcn6hcBpGf7,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Cartola - Sei Chorar.mp3,DataSets\img\Cartola - Sei Chorar.npy,128.0,8437.0,[103.359375],0.0017924003247631675,-21.76171,0.3787856698036194,2078.3543461306112,2020.3119403814462,3813.0215007697466,0.05920640287429476,1,0,0.9923760290257633,[0.62931952],0.2648188463432472
6qyqNr0pXGG2g9z4d3EFMW,Trompa-Mer,0.0,0.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,DataSets\audio\Carmen Miranda - Chica Chica Boom Chic.mp3,DataSets\img\Carmen Miranda - Chica Chica Boom Chic.npy,128.0,8228.0,[107.66601562],0.0018269793189442099,-20.995466,0.2917604148387909,1505.6094208273116,1667.1391767188597,3103.9685408251903,0.03839467014868774,3,0,0.9964757980778813,[0.60885543],0.19762743300141775
4KvcjjSFr18c3Tm1X3O365,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Roberto Carlos - Esa Mujer (feat. Alejandro Sanz).mp3,DataSets\img\Roberto Carlos - Esa Mujer (feat. Alejandro Sanz).npy,128.0,18301.0,[87.59269068],0.0019006740848323705,-18.355883,0.33506399393081665,2679.570431277628,3296.7188696846115,6032.166966972697,0.049757386512323164,4,0,0.9888688679784536,[0.58729877],0.2903260267287808
5hQJQPzIyU8oo7XWQpttYx,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Gilberto Gil - Ouço.mp3,DataSets\img\Gilberto Gil - Ouço.npy,128.0,27851.0,[123.046875],0.0001951965676863809,-20.526094,0.3789081573486328,2247.4188194270614,2920.1208044038212,4863.792171428181,0.04390952949789487,4,0,0.9842689018696547,[0.65947048],0.2761306404113484
2efSFJqV3SuXd113QWcQgG,Trompa-Mer,0.5,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Fernanda Cabral - Praianos (feat. Chico César).mp3,DataSets\img\Fernanda Cabral - Praianos (feat. Chico César).npy,128.0,33723.0,[84.72079918],0.0014627357110244027,-16.643179,0.3859478235244751,2748.9033778841986,3333.624908648358,5971.106001157606,0.05565404371578821,9,0,0.9884211765602231,[0.59932433],0.3119094997004383
5G3DIojPwYLhkgem62QmFU,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,DataSets\audio\Chico Science - Da Lama ao Caos.mp3,DataSets\img\Chico Science - Da Lama ao Caos.npy,128.0,27180.0,[103.359375],0.00029966818357756315,-16.6366,0.3737902343273163,2581.8718641654314,2696.5841428124127,5168.4406022576195,0.05950340351490752,4,0,0.9996888127643615,[0.63009197],0.2967215357201342
0PHGV9pWYv91WCeCXhdWye,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Elis Regina - Triste.mp3,DataSets\img\Elis Regina - Triste.npy,128.0,8965.0,[132.51201923],0.00013508506651709157,-25.283339,0.3516184985637665,1499.5029146444865,2521.370816020048,2733.592864630553,0.02459227472153866,4,0,0.9954163734801114,[0.66986499],0.21717302716422127
1ZHfMFfKdpFmAIAXIWK9LH,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,DataSets\audio\Baden Powell - Canto de Ossanha.mp3,DataSets\img\Baden Powell - Canto de Ossanha.npy,128.0,25500.0,[90.66611842],0.001976470154617892,-22.19639,0.4217577576637268,2077.1938475559923,3074.5935131205633,4575.246843912198,0.032917345749009744,2,0,0.9891703724861145,[0.62141957],0.27906550905830846
4bTtcW1liG0xX7nizfwSow,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\João Gilberto - Ela é Carioca.mp3,DataSets\img\João Gilberto - Ela é Carioca.npy,128.0,18301.0,[120.18531977],0.0014745221664561022,-19.580378,0.3601991832256317,1463.8809331111022,2181.2635913708855,2779.3514399572973,0.026996256562044026,2,0,0.9912484688684344,[0.65079142],0.21765845661595074
3bPfrgEYx4ncxqTHpVgfC8,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Luciana Souza - Meu Pai.mp3,DataSets\img\Luciana Souza - Meu Pai.npy,128.0,26158.0,[92.28515625],0.001038897412033777,-22.262426,0.3161543905735016,1245.9975189848253,2069.04865511981,2119.9849911649503,0.024831087758255294,0,0,0.9991701233084314,[0.5922501],0.1884512981234889
5ZtJHTii7VocLmeLhZ29Jf,Trompa-Mer,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,DataSets\audio\Dinho Nascimento - Tainá.mp3,DataSets\img\Dinho Nascimento - Tainá.npy,128.0,22420.0,[107.66601562],0.0015303986951505646,-28.252098,0.19110439717769623,3497.5713050809914,3911.0062506131358,7874.319167386788,0.07464472867633733,2,0,0.9993977517005987,[0.57627741],0.2968728860646315
6UGwNqWs6ruNU2dIrEJ8a0,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Astrud Gilberto - Água de Beber.mp3,DataSets\img\Astrud Gilberto - Água de Beber.npy,128.0,7880.0,[147.65625],0.0003147341304052297,-17.205921,0.4333234429359436,2426.8948034020655,3225.3568491067817,5453.401064493408,0.03990735316459193,4,0,0.9913689494132996,[0.72099121],0.30623413453878556
5kB8WUUla9s2w7yXD7h4CQ,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Luis Miguel - Sabor a Mi.mp3,DataSets\img\Luis Miguel - Sabor a Mi.npy,128.0,18504.0,[90.66611842],0.0003636486130379338,-16.848654,0.3395645022392273,2275.3068276962254,2997.482113713129,4975.5277377327375,0.04565346969506839,0,0,0.9888857435435057,[0.59392695],0.2648752892594908
382STQaG5Tmbgl7c50ympq,Trompa-Mer,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,DataSets\audio\María de Lourdes - Que Te Vaya Bonito.mp3,DataSets\img\María de Lourdes - Que Te Vaya Bonito.npy,128.0,23462.0,[101.33272059],0.0022345716320972173,-27.68394,0.17033131420612335,1402.2773181448188,2057.520581315778,2623.7338006310615,0.029741375477819288,10,0,0.9881168799474835,[0.55503727],0.15026225927836237
64DGQA87X5eZeOlnxIygsR,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Vicente Fernández - Por Si Volvieras.mp3,DataSets\img\Vicente Fernández - Por Si Volvieras.npy,128.0,24314.0,[109.95678191],0.0008019338631593983,-13.688049,0.48501282930374146,1769.4823582553581,2445.146196977987,3389.3448856700948,0.03467650236367109,10,0,0.9961937540210783,[0.67699683],0.27963643365160434
19OBH0CBxyhMyTwlxjVC0m,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Armando Manzanero - Mía.mp3,DataSets\img\Armando Manzanero - Mía.npy,128.0,13175.0,[172.265625],8.192833848276632e-05,-17.226675,0.33865886926651,1895.392527471528,2232.4127575136995,3879.471818065408,0.043920829592769654,5,0,0.995613350532949,[0.73186678],0.2392457915869385
