spotifyid,DataSet,Wonder,Transcendence,Tenderness,Nostalgia,Peacefulness,Power,Joy,Tension,Sadness,mp3,spec_npy,n_mels,n_frames
1c8gk2PeTE04A1pIDH9YMk,MuVi,0.0547945205479452,0.0821917808219178,0.0821917808219178,0.1095890410958904,0.0410958904109589,0.136986301369863,0.1917808219178082,0.1095890410958904,0.1917808219178082,DataSets\audio\Adele - Rolling in the Deep.mp3,DataSets\img\Adele - Rolling in the Deep.npy,128.0,22773.0
1JSTJqkT5qHq8MDJnJbRE1,MuVi,0.1732283464566929,0.0629921259842519,0.0944881889763779,0.1417322834645669,0.0236220472440944,0.1889763779527559,0.1259842519685039,0.0944881889763779,0.0944881889763779,DataSets\audio\The Police - Every Breath You Take.mp3,DataSets\img\The Police - Every Breath You Take.npy,128.0,14215.0
5YqltLsjdqFtvqE7Nrysvs,MuVi,0.0535714285714285,0.0535714285714285,0.0714285714285714,0.0714285714285714,0.0535714285714285,0.2142857142857142,0.0892857142857142,0.1964285714285714,0.1964285714285714,DataSets\audio\Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version).mp3,DataSets\img\Taylor Swift - We Are Never Ever Getting Back Together (Taylor's Version).npy,128.0,10952.0
6qn9YLKt13AGvpq9jfO8py,MuVi,0.0655737704918032,0.0655737704918032,0.1475409836065573,0.1311475409836065,0.0983606557377049,0.180327868852459,0.1311475409836065,0.081967213114754,0.0983606557377049,DataSets\audio\Rihanna - We Found Love.mp3,DataSets\img\Rihanna - We Found Love.npy,128.0,12198.0
6RtPijgfPKROxEzTHNRiDp,MuVi,0.0459770114942528,0.0689655172413793,0.0919540229885057,0.2298850574712644,0.1034482758620689,0.1379310344827586,0.1149425287356321,0.0919540229885057,0.1149425287356321,DataSets\audio\MAGIC! - Rude.mp3,DataSets\img\MAGIC! - Rude.npy,128.0,22538.0
45hOioMDJktr86iKDHC8gr,MuVi,0.0625,0.0,0.0,0.15625,0.0,0.375,0.2187499999999999,0.125,0.0625,DataSets\audio\Avril Lavigne - Girlfriend.mp3,DataSets\img\Avril Lavigne - Girlfriend.npy,128.0,21600.0
2bL2gyO6kBdLkNSkxXNh6x,MuVi,0.2147651006711409,0.0536912751677852,0.0805369127516778,0.1610738255033557,0.1006711409395973,0.174496644295302,0.1342281879194631,0.0536912751677852,0.0268456375838926,DataSets\audio\Maroon 5 - Animals.mp3,DataSets\img\Maroon 5 - Animals.npy,128.0,12912.0
4wCmqSrbyCgxEXROQE6vtV,MuVi,0.0714285714285714,0.0952380952380952,0.0714285714285714,0.1428571428571428,0.0,0.2619047619047619,0.2857142857142857,0.0476190476190476,0.0238095238095238,DataSets\audio\Gotye - Somebody That I Used To Know.mp3,DataSets\img\Gotye - Somebody That I Used To Know.npy,128.0,13782.0
4cluDES4hQEUhmXj6TXkSo,MuVi,0.0895522388059701,0.0298507462686567,0.1343283582089552,0.1194029850746268,0.0895522388059701,0.0895522388059701,0.1194029850746268,0.1641791044776119,0.1641791044776119,DataSets\audio\One Direction - What Makes You Beautiful.mp3,DataSets\img\One Direction - What Makes You Beautiful.npy,128.0,20033.0
75JFxkI2RXiU7L9VXzMkle,MuVi,0.110091743119266,0.073394495412844,0.1284403669724771,0.110091743119266,0.0825688073394495,0.1651376146788991,0.073394495412844,0.110091743119266,0.146788990825688,DataSets\audio\Coldplay - The Scientist.mp3,DataSets\img\Coldplay - The Scientist.npy,128.0,26519.0
6lanRgr6wXibZr8KgzXxBl,MuVi,0.0697674418604651,0.1162790697674418,0.0232558139534883,0.0930232558139534,0.0,0.2790697674418604,0.3023255813953488,0.1162790697674418,0.0,DataSets\audio\Christina Perri - a thousand years.mp3,DataSets\img\Christina Perri - a thousand years.npy,128.0,28551.0
2s1sdSqGcKxpPr5lCl7jAV,MuVi,0.0439560439560439,0.0879120879120879,0.0439560439560439,0.0879120879120879,0.0329670329670329,0.2637362637362637,0.1978021978021978,0.1978021978021978,0.0439560439560439,DataSets\audio\Sia - Chandelier.mp3,DataSets\img\Sia - Chandelier.npy,128.0,21576.0
36ux3YuUsGTWPT8fXclS45,MuVi,0.1964285714285714,0.0357142857142857,0.125,0.2321428571428571,0.0535714285714285,0.1785714285714285,0.1071428571428571,0.0357142857142857,0.0357142857142857,DataSets\audio\Katy Perry - E.T..mp3,DataSets\img\Katy Perry - E.T..npy,128.0,11728.0
1EzrEOXmMH3G43AXT1y7pA,MuVi,0.1684210526315789,0.1052631578947368,0.0842105263157894,0.1052631578947368,0.031578947368421,0.1894736842105263,0.0842105263157894,0.1684210526315789,0.0631578947368421,DataSets\audio\Jason Mraz - I'm Yours.mp3,DataSets\img\Jason Mraz - I'm Yours.npy,128.0,24541.0
2y4lAQpi5VTNLu2ldeTdUH,MuVi,0.1495327102803738,0.0373831775700934,0.0934579439252336,0.1308411214953271,0.02803738317757,0.2242990654205607,0.1308411214953271,0.1308411214953271,0.0747663551401869,DataSets\audio\Miley Cyrus - We Can't Stop.mp3,DataSets\img\Miley Cyrus - We Can't Stop.npy,128.0,23332.0
1y4eb6hmAvsqlDOl3fx9kk,MuVi,0.1219512195121951,0.073170731707317,0.048780487804878,0.0975609756097561,0.0,0.3414634146341463,0.1463414634146341,0.0975609756097561,0.073170731707317,DataSets\audio\Katy Perry - Hot N Cold.mp3,DataSets\img\Katy Perry - Hot N Cold.npy,128.0,12384.0
5JLv62qFIS1DR3zGEcApRt,MuVi,0.1526717557251908,0.0763358778625954,0.0763358778625954,0.2137404580152671,0.1145038167938931,0.1068702290076336,0.1221374045801526,0.0610687022900763,0.0763358778625954,DataSets\audio\Katy Perry - Wide Awake.mp3,DataSets\img\Katy Perry - Wide Awake.npy,128.0,12747.0
49wOjOkS4pBK3PQnPnNYjb,MuVi,0.0898876404494382,0.0674157303370786,0.1123595505617977,0.0674157303370786,0.1685393258426966,0.1573033707865168,0.1797752808988764,0.1123595505617977,0.0449438202247191,DataSets\audio\The Cranberries - Zombie.mp3,DataSets\img\The Cranberries - Zombie.npy,128.0,17277.0
4lCv7b86sLynZbXhfScfm2,MuVi,0.163265306122449,0.0408163265306122,0.0612244897959183,0.1020408163265306,0.0612244897959183,0.1836734693877551,0.163265306122449,0.0816326530612245,0.1428571428571428,DataSets\audio\Katy Perry - Firework.mp3,DataSets\img\Katy Perry - Firework.npy,128.0,12836.0
6DkXLzBQT7cwXmTyzAB1DJ,MuVi,0.0869565217391304,0.0579710144927536,0.0579710144927536,0.2028985507246377,0.0434782608695652,0.2318840579710144,0.1159420289855072,0.144927536231884,0.0579710144927536,DataSets\audio\Rihanna - What's My Name_.mp3,DataSets\img\Rihanna - What's My Name_.npy,128.0,12938.0
009ImBOrIUlWgla8U05RAC,MuVi,0.073170731707317,0.0975609756097561,0.0975609756097561,0.1951219512195122,0.073170731707317,0.1463414634146341,0.1219512195121951,0.073170731707317,0.1219512195121951,DataSets\audio\Katy Perry - Unconditionally.mp3,DataSets\img\Katy Perry - Unconditionally.npy,128.0,13314.0
2lnzGkdtDj5mtlcOW2yRtG,MuVi,0.056338028169014,0.028169014084507,0.056338028169014,0.1408450704225352,0.1267605633802817,0.2816901408450704,0.1126760563380281,0.1126760563380281,0.0845070422535211,"DataSets\audio\Shakira - Whenever, Wherever.mp3","DataSets\img\Shakira - Whenever, Wherever.npy",128.0,19620.0
5Q0Nhxo0l2bP3pNjpGJwV1,MuVi,0.0930232558139535,0.0465116279069767,0.0930232558139535,0.2093023255813953,0.0,0.1627906976744186,0.0697674418604651,0.1395348837209302,0.186046511627907,DataSets\audio\Miley Cyrus - Party In The U.S.A..mp3,DataSets\img\Miley Cyrus - Party In The U.S.A..npy,128.0,11543.0
4PdJSsESm34djLfBde9Pr2,MuVi,0.1041666666666666,0.0,0.1666666666666666,0.2083333333333333,0.125,0.0833333333333333,0.1458333333333333,0.0625,0.1041666666666666,DataSets\audio\David Guetta - Would I Lie to You - Radio Edit.mp3,DataSets\img\David Guetta - Would I Lie to You - Radio Edit.npy,128.0,19764.0
3w3y8KPTfNeOKPiqUTakBh,MuVi,0.146788990825688,0.073394495412844,0.055045871559633,0.1651376146788991,0.0825688073394495,0.201834862385321,0.073394495412844,0.110091743119266,0.091743119266055,DataSets\audio\Bruno Mars - Locked out of Heaven.mp3,DataSets\img\Bruno Mars - Locked out of Heaven.npy,128.0,23431.0
5B5eTk7DF8KVp1zpQoY1XY,MuVi,0.048780487804878,0.065040650406504,0.1626016260162602,0.1951219512195122,0.073170731707317,0.1951219512195122,0.1463414634146341,0.08130081300813,0.032520325203252,DataSets\audio\Hoobastank - The Reason.mp3,DataSets\img\Hoobastank - The Reason.npy,128.0,13128.0
2vwlzO0Qp8kfEtzTsCXfyE,MuVi,0.0384615384615384,0.0961538461538461,0.1153846153846153,0.2115384615384615,0.0576923076923076,0.1538461538461538,0.1346153846153846,0.0576923076923076,0.1346153846153846,DataSets\audio\Miley Cyrus - Wrecking Ball.mp3,DataSets\img\Miley Cyrus - Wrecking Ball.npy,128.0,22412.0
37ZJ0p5Jm13JPevGcx4SkF,MuVi,0.0869565217391304,0.108695652173913,0.1304347826086956,0.1521739130434782,0.0,0.1956521739130435,0.108695652173913,0.1739130434782608,0.0434782608695652,DataSets\audio\Bon Jovi - Livin' On A Prayer.mp3,DataSets\img\Bon Jovi - Livin' On A Prayer.npy,128.0,13996.0
2cZrrQMjB63c0iIugYH9zS,MuVi,0.0925925925925925,0.074074074074074,0.0925925925925925,0.1851851851851851,0.1111111111111111,0.1666666666666666,0.1111111111111111,0.0925925925925925,0.074074074074074,DataSets\audio\Pitbull - Rain Over Me (feat. Marc Anthony).mp3,DataSets\img\Pitbull - Rain Over Me (feat. Marc Anthony).npy,128.0,23376.0
0obBFrPYkSoBJbvHfUIhkv,MuVi,0.08,0.0999999999999999,0.0999999999999999,0.16,0.0,0.16,0.16,0.06,0.18,DataSets\audio\LMFAO - Sexy And I Know It.mp3,DataSets\img\LMFAO - Sexy And I Know It.npy,128.0,11451.0
5JVbvCHX10U2pLa5DEqGav,MuVi,0.081081081081081,0.081081081081081,0.054054054054054,0.081081081081081,0.081081081081081,0.2702702702702702,0.1351351351351351,0.081081081081081,0.1351351351351351,DataSets\audio\Capital Cities - Safe and Sound.mp3,DataSets\img\Capital Cities - Safe and Sound.npy,128.0,19327.0
1LmN9SSHISbtp9LoaR5ZVJ,MuVi,0.0625,0.0625,0.0208333333333333,0.1875,0.0625,0.1875,0.1041666666666666,0.1458333333333333,0.1666666666666666,DataSets\audio\Maroon 5 - Payphone.mp3,DataSets\img\Maroon 5 - Payphone.npy,128.0,13021.0
0gmbgwZ8iqyMPmXefof8Yf,MuVi,0.1525423728813559,0.0508474576271186,0.0508474576271186,0.1186440677966101,0.0,0.288135593220339,0.2203389830508474,0.1016949152542373,0.0169491525423728,DataSets\audio\Nickelback - How You Remind Me.mp3,DataSets\img\Nickelback - How You Remind Me.npy,128.0,22415.0
0ByMNEPAPpOR5H69DVrTNy,MuVi,0.1363636363636363,0.0227272727272727,0.0909090909090909,0.1363636363636363,0.1363636363636363,0.0681818181818181,0.0909090909090909,0.1363636363636363,0.1818181818181818,DataSets\audio\Rihanna - Don't Stop The Music.mp3,DataSets\img\Rihanna - Don't Stop The Music.npy,128.0,15022.0
5072hCBK3Z15qRnTEzd8fy,MuVi,0.1272727272727273,0.1272727272727272,0.1454545454545454,0.1272727272727272,0.0,0.2363636363636364,0.1454545454545454,0.0181818181818181,0.0727272727272727,DataSets\audio\David Guetta - Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Remix.mp3,DataSets\img\David Guetta - Titanium (feat. Sia) - David Guetta & MORTEN Future Rave Remix.npy,128.0,19667.0
1mKXFLRA179hdOWQBwUk9e,MuVi,0.1111111111111111,0.0888888888888888,0.2,0.2,0.1333333333333333,0.1333333333333333,0.0666666666666666,0.0,0.0666666666666666,DataSets\audio\P!nk - Just Give Me a Reason (feat. Nate Ruess).mp3,DataSets\img\P!nk - Just Give Me a Reason (feat. Nate Ruess).npy,128.0,24249.0
4YEzWT4DdODFA8afHW4Buj,Trompa-Mer,0.0,0.1666666666666666,0.1666666666666666,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,DataSets\audio\Bebe - Men señará.mp3,DataSets\img\Bebe - Men señará.npy,128.0,21616.0
3B96fnLvrF8Vts0sqZ3Yqy,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Akatz - Así Eres Tu.mp3,DataSets\img\Akatz - Así Eres Tu.npy,128.0,26205.0
3uMYlxIkokZ2iQtsFppIFL,Trompa-Mer,0.1,0.0,0.0,0.0,0.0,0.4,0.1,0.3,0.1,DataSets\audio\Alacran - Reflejo de Luna.mp3,DataSets\img\Alacran - Reflejo de Luna.npy,128.0,25411.0
14P1OdmogoJ6NrgIzofIH7,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0,0.0,DataSets\audio\Go Lem System - Pura Sangre.mp3,DataSets\img\Go Lem System - Pura Sangre.npy,128.0,21232.0
6Tz5l1iTZrUofJWEC3E1Wo,Trompa-Mer,0.1,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,DataSets\audio\Jandy Feliz - Los Amores.mp3,DataSets\img\Jandy Feliz - Los Amores.npy,128.0,25591.0
7tmU2HO3o6723w9lyY9DZB,Trompa-Mer,0.125,0.125,0.0,0.0,0.0,0.25,0.5,0.0,0.0,DataSets\audio\Martín Buscaglia - Vagabundo.mp3,DataSets\img\Martín Buscaglia - Vagabundo.npy,128.0,19265.0
2JilhEGTNpRPIe2MvOuoAK,Trompa-Mer,0.125,0.0,0.125,0.0,0.125,0.125,0.375,0.125,0.0,DataSets\audio\Albert Pla - El Lado Mas Bestia de la Vida.mp3,DataSets\img\Albert Pla - El Lado Mas Bestia de la Vida.npy,128.0,27783.0
3Z4vwUC7JM5tTJE8QifIgK,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.6666666666666666,0.1666666666666666,0.0,DataSets\audio\Los Pinguos - Cielo Escarlata.mp3,DataSets\img\Los Pinguos - Cielo Escarlata.npy,128.0,22237.0
3Wr7UYZZ6wEWrK5CPVArwW,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.0,DataSets\audio\Tumbao - El negro bantu.mp3,DataSets\img\Tumbao - El negro bantu.npy,128.0,32067.0
1FYbPdUIHGvU98PGjM8aTb,Trompa-Mer,0.0,0.0,0.0,0.0,0.1428571428571428,0.0,0.8571428571428571,0.0,0.0,DataSets\audio\Pablo Carcamo - Cumbia p'a bailar.mp3,DataSets\img\Pablo Carcamo - Cumbia p'a bailar.npy,128.0,18967.0
30B35IICvccL9zJa1CPb2s,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Miguel Castro - Desde lejos.mp3,DataSets\img\Miguel Castro - Desde lejos.npy,128.0,25095.0
0ka7k2Zym4Ndwq9PseTTZz,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Rafa El Tachuela - Brisa caliente.mp3,DataSets\img\Rafa El Tachuela - Brisa caliente.npy,128.0,1249880.0
6sMRk3bTuyt3Gzb5EURN2c,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.2,0.6,0.1,0.1,DataSets\audio\Jorge & Techi - Perfidia _ Quizás _ Quiéreme mucho _ Me voy pa'l Pueblo.mp3,DataSets\img\Jorge & Techi - Perfidia _ Quizás _ Quiéreme mucho _ Me voy pa'l Pueblo.npy,128.0,29356.0
6CoQlf5lzri1H7d2aJyLLT,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.125,0.5,0.375,0.0,,,,
1FKMxoO6dHG5SnUdhoXZKC,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Rafael & Energía Dominicana - Tu Belleza.mp3,DataSets\img\Rafael & Energía Dominicana - Tu Belleza.npy,128.0,26999.0
3Z5FGHV9s2SGsitrwWwB9R,Trompa-Mer,0.125,0.0,0.0,0.0,0.0,0.0,0.875,0.0,0.0,DataSets\audio\Soneros De Verdad - Changüi A Revé.mp3,DataSets\img\Soneros De Verdad - Changüi A Revé.npy,128.0,32023.0
0IX3uFkn2Cgl8IWJ2Zl3bM,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.3333333333333333,0.0666666666666666,DataSets\audio\Traditional - El Lerele.mp3,DataSets\img\Traditional - El Lerele.npy,128.0,18079.0
30B35IICvccL9zJa1CPb2s,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.875,0.125,0.0,DataSets\audio\Miguel Castro - Desde lejos.mp3,DataSets\img\Miguel Castro - Desde lejos.npy,128.0,25095.0
41ejWiWxxjA7CEwKHVjRKk,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Anonymous - El refran se te olvido.mp3,DataSets\img\Anonymous - El refran se te olvido.npy,128.0,15223.0
6CjjiEzG22ghUHurrvfiez,Trompa-Mer,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,DataSets\audio\Manuel Lopez-Ruiz - Lailo-Lailo.mp3,DataSets\img\Manuel Lopez-Ruiz - Lailo-Lailo.npy,128.0,20503.0
18uARsQnALp0MbkEXbR99v,Trompa-Mer,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.6666666666666666,0.1111111111111111,0.1111111111111111,DataSets\audio\Javier Ruibal - Isla Mujeres.mp3,DataSets\img\Javier Ruibal - Isla Mujeres.npy,128.0,28703.0
3fFWzLkcCwSq7oqRCyYYOO,Trompa-Mer,0.0909090909090909,0.0,0.0,0.0,0.0,0.0909090909090909,0.5454545454545454,0.0909090909090909,0.1818181818181818,DataSets\audio\Traditional - El canelazo.mp3,DataSets\img\Traditional - El canelazo.npy,128.0,15028.0
1dTHo2hYeK7ejh2DW3erMx,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.1666666666666666,0.0833333333333333,DataSets\audio\Ana Alcaide - Diosa Luolaien.mp3,DataSets\img\Ana Alcaide - Diosa Luolaien.npy,128.0,22945.0
3fFWzLkcCwSq7oqRCyYYOO,Trompa-Mer,0.1,0.1,0.0,0.0,0.1,0.0,0.3,0.1,0.3,DataSets\audio\Traditional - El canelazo.mp3,DataSets\img\Traditional - El canelazo.npy,128.0,15028.0
3ddAA9eg8hpuy0Jba61Ny7,Trompa-Mer,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.3333333333333333,0.3333333333333333,0.0,DataSets\audio\Sarazino - Pelo Shao.mp3,DataSets\img\Sarazino - Pelo Shao.npy,128.0,21352.0
61OyDWy0GrMsSpW0LD8a5d,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.1666666666666666,0.5,0.0,DataSets\audio\La Jose - Espiral.mp3,DataSets\img\La Jose - Espiral.npy,128.0,28919.0
65Z1jsDjf8oEt1qPZ5TapG,Trompa-Mer,0.1428571428571428,0.0,0.0,0.0,0.0,0.7142857142857143,0.1428571428571428,0.0,0.0,DataSets\audio\Ana Alcaide - Akelarre.mp3,DataSets\img\Ana Alcaide - Akelarre.npy,128.0,22407.0
66JZbQD3tIVdIb02I0OsbR,Trompa-Mer,0.0,0.0,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.5714285714285714,DataSets\audio\Amanda Martinez - Diciembre.mp3,DataSets\img\Amanda Martinez - Diciembre.npy,128.0,31004.0
5O0uvBWcxhihEQEDyTHzxb,Trompa-Mer,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.0,0.6,DataSets\audio\Sacha Nairobi - Congelados en el Tiempo.mp3,DataSets\img\Sacha Nairobi - Congelados en el Tiempo.npy,128.0,17339.0
0GjDd8RhXXcx2y5dCl06Ks,Trompa-Mer,0.0,0.0,0.4,0.0,0.2,0.0,0.1,0.0,0.3,,,,
4esgwVBS391XTjRZwh64iw,Trompa-Mer,0.0,0.0,0.5,0.0,0.125,0.0,0.0,0.0,0.375,DataSets\audio\Jorge & Techi - Cuando salí de Cuba.mp3,DataSets\img\Jorge & Techi - Cuando salí de Cuba.npy,128.0,14570.0
3ZcCCQhbKASDXssUwJotDd,Trompa-Mer,0.0,0.0,0.0714285714285714,0.0,0.0714285714285714,0.3571428571428571,0.2142857142857142,0.1428571428571428,0.1428571428571428,,,,
7aBcV2AVrYqwMJBntO01an,Trompa-Mer,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,"DataSets\audio\Pedro Torres - Jamás, Jamás.mp3","DataSets\img\Pedro Torres - Jamás, Jamás.npy",128.0,18201.0
2v4dgGQiRLrUI4flSDmiFi,Trompa-Mer,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.7,DataSets\audio\Las Hermanas García - Como un Lunar.mp3,DataSets\img\Las Hermanas García - Como un Lunar.npy,128.0,17329.0
3e1M4JcAHEJlSrVBPYicjQ,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,DataSets\audio\Grupo Cimarron De Cuba - Rabo de nube.mp3,DataSets\img\Grupo Cimarron De Cuba - Rabo de nube.npy,128.0,25200.0
3SQauyf4T2j5XCTZxZ3gxY,Trompa-Mer,0.0,0.0,0.1333333333333333,0.0,0.1333333333333333,0.1333333333333333,0.3333333333333333,0.0,0.2666666666666666,DataSets\audio\Sidestepper - Dame Tu Querer.mp3,DataSets\img\Sidestepper - Dame Tu Querer.npy,128.0,26555.0
1h33O6bsMRrKWlBzbylA0t,Trompa-Mer,0.0,0.0,0.0,0.0,0.2,0.4,0.4,0.0,0.0,DataSets\audio\Los Cafres - La receta.mp3,DataSets\img\Los Cafres - La receta.npy,128.0,22765.0
3zM4YN79gRdN7sL24MinkD,Trompa-Mer,0.0,0.0909090909090909,0.0909090909090909,0.0,0.0,0.0909090909090909,0.6363636363636364,0.0,0.0909090909090909,DataSets\audio\Muchachito Bombo Infierno - Conversaciones incompatibles.mp3,DataSets\img\Muchachito Bombo Infierno - Conversaciones incompatibles.npy,128.0,22564.0
3e67OKoAXKX52lO8LddyJQ,Trompa-Mer,0.0,0.0,0.0,0.0,0.2222222222222222,0.0,0.7777777777777778,0.0,0.0,DataSets\audio\René Ferrer - Como a Cada Mañana.mp3,DataSets\img\René Ferrer - Como a Cada Mañana.npy,128.0,22368.0
2SbpLmg03h0bX9njy4Erm4,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.125,0.875,0.0,0.0,DataSets\audio\Pepe Castillo and Cuatromania - Nadie Llore.mp3,DataSets\img\Pepe Castillo and Cuatromania - Nadie Llore.npy,128.0,27344.0
2vEfx8KoesbXtM0IJpbDdX,Trompa-Mer,0.0,0.0,0.1,0.0,0.6,0.0,0.2,0.0,0.1,DataSets\audio\Grupo Cimarron De Cuba - En espuma y arena.mp3,DataSets\img\Grupo Cimarron De Cuba - En espuma y arena.npy,128.0,32537.0
15VJ4TNlnzk8RMSRl64WTt,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,DataSets\audio\De Norte A Sur - El gavilan (Venezuela).mp3,DataSets\img\De Norte A Sur - El gavilan (Venezuela).npy,128.0,14986.0
3piYPE8q7RyexifHvCTIQS,Trompa-Mer,0.0,0.0,0.1428571428571428,0.0,0.1428571428571428,0.0714285714285714,0.3571428571428571,0.0,0.2857142857142857,DataSets\audio\Anonymous - El carretero.mp3,DataSets\img\Anonymous - El carretero.npy,128.0,18870.0
6WJsSJt1axczSrzp6I1PJd,Trompa-Mer,0.0,0.0,0.25,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0833333333333333,0.5,DataSets\audio\Fidela Peláez - Por Qué Me Pides Más.mp3,DataSets\img\Fidela Peláez - Por Qué Me Pides Más.npy,128.0,16663.0
5yVRc5GJvf816BcHe4tqdp,Trompa-Mer,0.0,0.0,0.6875,0.0,0.0,0.0,0.0,0.0,0.3125,DataSets\audio\Grupo Cimarron De Cuba - Yolanda.mp3,DataSets\img\Grupo Cimarron De Cuba - Yolanda.npy,128.0,32880.0
42OhD1wOjZ6VD31q8UAGhy,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.8333333333333334,DataSets\audio\Los Tres Amuzgos - Tres Besos.mp3,DataSets\img\Los Tres Amuzgos - Tres Besos.npy,128.0,30743.0
0tty3jG9d2Kcw3I5VDot3K,Trompa-Mer,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.1111111111111111,0.5555555555555556,,,,
2CimHhLjxIQVLfo5T75ABN,Trompa-Mer,0.0833333333333333,0.0,0.0833333333333333,0.0,0.1666666666666666,0.0833333333333333,0.1666666666666666,0.0,0.4166666666666667,DataSets\audio\Anonymous - Los aretes.mp3,DataSets\img\Anonymous - Los aretes.npy,128.0,14999.0
7obHCV8TS8g4XBAayBhab7,Trompa-Mer,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.8,DataSets\audio\Jorge Anibal Mendoza - Andrecito Reina.mp3,DataSets\img\Jorge Anibal Mendoza - Andrecito Reina.npy,128.0,20699.0
4pnIr684OzidkR8ThjVcUS,Trompa-Mer,0.0,0.0,0.1428571428571428,0.0,0.0,0.2142857142857142,0.4285714285714285,0.0,0.2142857142857142,DataSets\audio\Pablo Carcamo - El pescador.mp3,DataSets\img\Pablo Carcamo - El pescador.npy,128.0,15114.0
2tOVOXuJVLHPYgDGkBoxs5,Trompa-Mer,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Carlos Do Carmo - Lisboa Menina E Moça.mp3,DataSets\img\Carlos Do Carmo - Lisboa Menina E Moça.npy,128.0,10605.0
6Fe3uRlrIlEmvLych0YKD6,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Carminho - Palavras dadas.mp3,DataSets\img\Carminho - Palavras dadas.npy,128.0,10676.0
6HAdqr31AGLLwZQiLlVf2m,Trompa-Mer,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,DataSets\audio\Cristina Branco - Ausente.mp3,DataSets\img\Cristina Branco - Ausente.npy,128.0,19581.0
48s6sQjbgQFMMI1LVr3QTw,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Benito Di Paula - Do jeito que a vida quer.mp3,DataSets\img\Benito Di Paula - Do jeito que a vida quer.npy,128.0,9672.0
2cRiPxmKa3ZxI0On7VhT7w,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,DataSets\audio\Fernando Baster - Brasil em Festa.mp3,DataSets\img\Fernando Baster - Brasil em Festa.npy,128.0,12844.0
4EWskvJEK8kolVFamQfcp2,Trompa-Mer,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.5,DataSets\audio\Rosa Passos - Desafinado.mp3,DataSets\img\Rosa Passos - Desafinado.npy,128.0,28726.0
1sC7Lj8iiLRQcQ1EGY6voZ,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Geraldo Azevedo - Quem É Muito Querido a Mim.mp3,DataSets\img\Geraldo Azevedo - Quem É Muito Querido a Mim.npy,128.0,27370.0
1bem3jZFnFh23ypA2y8fcc,Trompa-Mer,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,DataSets\audio\Adriana Maciel - Samba Dos Animais.mp3,DataSets\img\Adriana Maciel - Samba Dos Animais.npy,128.0,21550.0
